"transaction_id","customer_id","store","date","subtotal","discount","discount_amount","tax","total_amount"
767,73,"Fort Worth",2024-03-20,125.96,"coupon",12.6,10.08,123.44
768,207,"Dallas",2024-12-29,576.26,"none",0,46.1,622.36
769,342,"San Antonio",2024-09-10,13,"coupon",1.3,1.04,12.74
770,327,"Fort Worth",2024-04-15,370.32,"loyalty",37.03,29.63,362.92
771,458,"San Antonio",2024-10-26,320.77,"none",0,25.66,346.43
772,407,"San Antonio",2024-12-17,541.25,"none",0,43.3,584.55
773,338,"Houston",2024-11-25,208.78,"loyalty",20.88,16.7,204.6
774,404,"San Antonio",2024-02-16,50,"loyalty",5,4,49
775,65,"Dallas",2024-01-22,585.27,"loyalty",58.53,46.82,573.56
776,126,"Austin",2024-10-26,475.45,"sale",47.55,38.04,465.94
777,166,"Dallas",2024-11-10,210.87,"coupon",21.09,16.87,206.65
778,204,"Dallas",2024-01-17,924.37,"none",0,73.95,998.32
779,318,"San Antonio",2024-03-23,282.15,"none",0,22.57,304.72
780,405,"Austin",2024-09-14,436.95,"none",0,34.96,471.91
781,130,"Houston",2024-02-06,17.99,"none",0,1.44,19.43
782,410,"Dallas",2024-01-06,735.46,"coupon",73.55,58.84,720.75
783,8,"San Antonio",2024-11-27,733.96,"none",0,58.72,792.68
784,328,"San Antonio",2024-01-18,183.99,"sale",18.4,14.72,180.31
785,406,"Houston",2024-11-15,728.57,"sale",72.86,58.29,714
786,231,"Houston",2024-02-14,167,"loyalty",16.7,13.36,163.66
787,102,"Fort Worth",2024-05-27,900.85,"sale",90.09,72.07,882.83
788,10,"Dallas",2024-03-25,29.5,"none",0,2.36,31.86
789,142,"San Antonio",2024-10-11,650.65,"coupon",65.06,52.05,637.64
790,458,"Fort Worth",2024-07-29,285,"sale",28.5,22.8,279.3
791,467,"Dallas",2024-03-12,266,"none",0,21.28,287.28
792,272,"Houston",2024-06-04,257.58,"loyalty",25.76,20.61,252.43
793,110,"Austin",2024-06-10,68.98,"coupon",6.9,5.52,67.6
794,245,"Fort Worth",2024-11-28,705,"loyalty",70.5,56.4,690.9
795,401,"Dallas",2024-06-18,330.58,"sale",33.06,26.45,323.97
796,204,"Dallas",2024-12-06,31,"loyalty",3.1,2.48,30.38
797,52,"San Antonio",2024-05-22,356.97,"loyalty",35.7,28.56,349.83
798,141,"Fort Worth",2024-10-21,299.08,"coupon",29.91,23.93,293.1
799,181,"Austin",2024-10-08,366.98,"none",0,29.36,396.34
800,130,"Austin",2024-05-04,224.66,"sale",22.47,17.97,220.16
801,236,"Houston",2024-12-09,699.06,"none",0,55.92,754.98
802,183,"Fort Worth",2024-07-03,666.36,"loyalty",66.64,53.31,653.03
803,61,"Dallas",2024-04-28,214,"none",0,17.12,231.12
804,24,"San Antonio",2024-06-11,247.78,"none",0,19.82,267.6
805,132,"San Antonio",2024-06-27,595.31,"coupon",59.53,47.62,583.4
806,485,"Houston",2024-11-04,306.42,"coupon",30.64,24.51,300.29
807,245,"Fort Worth",2024-12-13,179.55,"none",0,14.36,193.91
808,239,"Austin",2024-06-21,438.5,"sale",43.85,35.08,429.73
809,375,"Fort Worth",2024-05-15,647.5,"loyalty",64.75,51.8,634.55
810,334,"Austin",2024-03-23,254,"sale",25.4,20.32,248.92
811,25,"Dallas",2024-01-02,970.01,"sale",97,77.6,950.61
812,348,"Austin",2024-09-16,177.98,"none",0,14.24,192.22
813,182,"San Antonio",2024-09-11,523,"coupon",52.3,41.84,512.54
814,443,"San Antonio",2024-01-06,89.5,"sale",8.95,7.16,87.71
815,388,"Austin",2024-03-09,242.5,"sale",24.25,19.4,237.65
816,70,"Austin",2024-07-15,784.99,"none",0,62.8,847.79
817,148,"San Antonio",2024-02-28,97,"none",0,7.76,104.76
818,64,"Austin",2024-03-31,302.58,"sale",30.26,24.21,296.53
819,295,"San Antonio",2024-12-03,466.24,"none",0,37.3,503.54
820,281,"Houston",2024-05-12,219.5,"coupon",21.95,17.56,215.11
821,345,"Fort Worth",2024-12-29,1569.66,"loyalty",156.97,125.57,1538.26
822,156,"Austin",2024-09-22,1973.16,"none",0,157.85,2131.01
823,303,"Houston",2024-02-24,350.24,"coupon",35.02,28.02,343.24
824,496,"Fort Worth",2024-08-04,53.78,"sale",5.38,4.3,52.7
825,372,"Austin",2024-11-06,187.79,"none",0,15.02,202.81
826,38,"Fort Worth",2024-09-25,282.99,"none",0,22.64,305.63
827,226,"Houston",2024-06-18,143.5,"coupon",14.35,11.48,140.63
828,27,"Fort Worth",2024-07-06,266.66,"none",0,21.33,287.99
829,170,"San Antonio",2024-07-22,103.98,"coupon",10.4,8.32,101.9
830,367,"San Antonio",2024-03-14,184,"none",0,14.72,198.72
831,3,"Fort Worth",2024-11-21,298,"coupon",29.8,23.84,292.04
832,386,"Austin",2024-02-26,359.05,"loyalty",35.91,28.72,351.86
833,232,"Fort Worth",2024-08-01,612,"coupon",61.2,48.96,599.76
834,361,"Dallas",2024-06-25,365.29,"sale",36.53,29.22,357.98
835,334,"Houston",2024-03-13,647.06,"loyalty",64.71,51.76,634.11
836,287,"Dallas",2024-12-24,926.77,"none",0,74.14,1000.91
837,352,"San Antonio",2024-04-26,21.98,"sale",2.2,1.76,21.54
838,329,"Dallas",2024-01-17,818.27,"loyalty",81.83,65.46,801.9
839,145,"Fort Worth",2024-10-02,457.79,"coupon",45.78,36.62,448.63
840,49,"San Antonio",2024-07-26,537.29,"sale",53.73,42.98,526.54
841,482,"Dallas",2024-01-04,299.34,"loyalty",29.93,23.95,293.36
842,369,"Austin",2024-04-20,478.77,"loyalty",47.88,38.3,469.19
843,307,"Austin",2024-11-11,25.79,"sale",2.58,2.06,25.27
844,60,"San Antonio",2024-03-25,55.58,"coupon",5.56,4.45,54.47
845,276,"Austin",2024-01-22,14.97,"coupon",1.5,1.2,14.67
846,132,"Houston",2024-09-17,213.97,"coupon",21.4,17.12,209.69
847,450,"San Antonio",2024-07-05,391.94,"coupon",39.19,31.36,384.11
848,5,"Dallas",2024-05-28,893.91,"none",0,71.51,965.42
849,119,"San Antonio",2024-06-04,111,"none",0,8.88,119.88
850,66,"Dallas",2024-11-30,522.74,"none",0,41.82,564.56
851,164,"Fort Worth",2024-11-26,349.49,"sale",34.95,27.96,342.5
852,364,"Fort Worth",2024-03-20,316.5,"none",0,25.32,341.82
853,496,"Austin",2024-07-29,34,"loyalty",3.4,2.72,33.32
854,358,"Houston",2024-01-15,261.29,"none",0,20.9,282.19
855,253,"Austin",2024-07-16,78.99,"sale",7.9,6.32,77.41
856,219,"Austin",2024-02-11,114.5,"loyalty",11.45,9.16,112.21
857,475,"Fort Worth",2024-10-04,1052.36,"loyalty",105.24,84.19,1031.31
858,61,"Dallas",2024-02-10,601.98,"sale",60.2,48.16,589.94
859,38,"San Antonio",2024-03-15,535.47,"none",0,42.84,578.31
860,445,"Fort Worth",2024-10-07,1494.42,"coupon",149.44,119.55,1464.53
861,213,"Austin",2024-06-03,139.79,"coupon",13.98,11.18,136.99
862,22,"San Antonio",2024-07-19,176,"none",0,14.08,190.08
863,324,"Houston",2024-11-18,824.78,"none",0,65.98,890.76
864,235,"Fort Worth",2024-09-23,33,"none",0,2.64,35.64
865,309,"Austin",2024-10-02,32.97,"coupon",3.3,2.64,32.31
866,136,"Dallas",2024-08-07,679.69,"coupon",67.97,54.38,666.1
867,79,"Austin",2024-02-06,151.08,"coupon",15.11,12.09,148.06
868,58,"Fort Worth",2024-10-29,83.99,"sale",8.4,6.72,82.31
869,254,"Austin",2024-09-27,101.79,"none",0,8.14,109.93
870,275,"San Antonio",2024-11-19,412.79,"none",0,33.02,445.81
871,71,"Dallas",2024-01-31,325,"coupon",32.5,26,318.5
872,85,"Fort Worth",2024-10-30,199.47,"none",0,15.96,215.43
873,381,"Dallas",2024-04-10,297.43,"none",0,23.79,321.22
874,264,"Dallas",2024-05-02,356.78,"none",0,28.54,385.32
875,431,"Dallas",2024-11-20,314.36,"coupon",31.44,25.15,308.07
876,337,"Fort Worth",2024-03-11,548.28,"sale",54.83,43.86,537.31
877,7,"Austin",2024-01-05,486.5,"none",0,38.92,525.42
878,347,"Houston",2024-09-15,963.32,"none",0,77.07,1040.39
879,446,"Fort Worth",2024-01-14,306.75,"none",0,24.54,331.29
880,316,"Dallas",2024-10-28,496,"sale",49.6,39.68,486.08
881,54,"Fort Worth",2024-11-26,533.99,"loyalty",53.4,42.72,523.31
882,461,"Houston",2024-03-01,584.94,"coupon",58.49,46.8,573.25
883,338,"Dallas",2024-03-16,96.48,"sale",9.65,7.72,94.55
884,75,"Dallas",2024-10-18,465,"coupon",46.5,37.2,455.7
885,373,"Houston",2024-11-22,895.4,"none",0,71.63,967.03
886,472,"San Antonio",2024-03-30,220.37,"sale",22.04,17.63,215.96
887,211,"Houston",2024-06-07,336.49,"coupon",33.65,26.92,329.76
888,149,"Dallas",2024-05-25,212.79,"none",0,17.02,229.81
889,130,"Dallas",2024-08-31,185.54,"coupon",18.55,14.84,181.83
890,112,"San Antonio",2024-04-21,127.48,"sale",12.75,10.2,124.93
891,283,"Austin",2024-10-16,1469.71,"none",0,117.58,1587.29
892,379,"Fort Worth",2024-05-04,905.37,"sale",90.54,72.43,887.26
893,335,"Dallas",2024-04-04,1186.51,"none",0,94.92,1281.43
894,274,"San Antonio",2024-01-02,244.57,"none",0,19.57,264.14
895,406,"Fort Worth",2024-05-19,110.94,"none",0,8.88,119.82
896,380,"Austin",2024-08-07,179.16,"none",0,14.33,193.49
897,11,"Dallas",2024-05-04,568.47,"coupon",56.85,45.48,557.1
898,191,"Fort Worth",2024-03-05,713.99,"coupon",71.4,57.12,699.71
899,26,"Houston",2024-12-31,322.99,"loyalty",32.3,25.84,316.53
900,399,"Austin",2024-04-07,182.95,"none",0,14.64,197.59
901,462,"Austin",2024-07-20,729.42,"sale",72.94,58.35,714.83
902,272,"Dallas",2024-02-19,841.98,"loyalty",84.2,67.36,825.14
903,427,"Houston",2024-09-06,660,"coupon",66,52.8,646.8
904,292,"Fort Worth",2024-06-13,382,"none",0,30.56,412.56
905,335,"Austin",2024-05-14,410.49,"sale",41.05,32.84,402.28
906,256,"Austin",2024-05-21,202.36,"coupon",20.24,16.19,198.31
907,382,"Austin",2024-05-28,487.97,"sale",48.8,39.04,478.21
908,452,"San Antonio",2024-10-29,710.97,"none",0,56.88,767.85
909,411,"San Antonio",2024-12-01,267.76,"none",0,21.42,289.18
910,36,"San Antonio",2024-10-05,492.93,"coupon",49.29,39.43,483.07
911,2,"Houston",2024-05-14,250.74,"coupon",25.07,20.06,245.73
912,27,"Austin",2024-09-10,140.97,"loyalty",14.1,11.28,138.15
913,434,"Austin",2024-07-04,480.97,"sale",48.1,38.48,471.35
914,289,"San Antonio",2024-01-08,48.79,"none",0,3.9,52.69
915,157,"San Antonio",2024-08-24,509,"sale",50.9,40.72,498.82
916,480,"Houston",2024-08-16,1313.97,"coupon",131.4,105.12,1287.69
917,296,"Houston",2024-05-01,4,"coupon",0.4,0.32,3.92
918,266,"San Antonio",2024-01-10,90,"coupon",9,7.2,88.2
919,192,"Fort Worth",2024-12-22,1542.74,"coupon",154.27,123.42,1511.89
920,160,"Houston",2024-12-28,871.5,"coupon",87.15,69.72,854.07
921,405,"San Antonio",2024-01-29,887.79,"none",0,71.02,958.81
922,21,"Austin",2024-07-15,49,"loyalty",4.9,3.92,48.02
923,182,"Fort Worth",2024-12-23,756.48,"coupon",75.65,60.52,741.35
924,429,"Austin",2024-02-10,454.98,"none",0,36.4,491.38
925,349,"Austin",2024-05-12,164.99,"coupon",16.5,13.2,161.69
926,343,"Dallas",2024-07-01,44,"none",0,3.52,47.52
927,175,"Austin",2024-11-30,365.98,"coupon",36.6,29.28,358.66
928,278,"Houston",2024-07-28,308.15,"sale",30.81,24.65,301.99
929,69,"Austin",2024-01-09,413.79,"coupon",41.38,33.1,405.51
930,393,"Fort Worth",2024-11-09,1202.28,"coupon",120.23,96.18,1178.23
931,444,"Austin",2024-10-30,1169.95,"loyalty",117,93.6,1146.55
932,103,"Austin",2024-11-17,663.74,"none",0,53.1,716.84
933,386,"Houston",2024-10-23,792.97,"loyalty",79.3,63.44,777.11
934,299,"Houston",2024-01-01,9.99,"none",0,0.8,10.79
935,479,"Houston",2024-02-07,305.83,"coupon",30.58,24.47,299.72
936,80,"Houston",2024-11-01,6,"none",0,0.48,6.48
937,263,"Austin",2024-03-21,1396.08,"loyalty",139.61,111.69,1368.16
938,437,"Fort Worth",2024-01-12,351.5,"none",0,28.12,379.62
939,435,"Dallas",2024-07-30,145.79,"none",0,11.66,157.45
940,12,"San Antonio",2024-10-04,37.98,"loyalty",3.8,3.04,37.22
941,488,"Austin",2024-11-15,533.58,"none",0,42.69,576.27
942,246,"Dallas",2024-01-23,377.5,"sale",37.75,30.2,369.95
943,195,"Houston",2024-03-22,97.99,"none",0,7.84,105.83
944,209,"San Antonio",2024-05-31,151.97,"none",0,12.16,164.13
945,47,"Houston",2024-05-30,716.5,"none",0,57.32,773.82
946,81,"Fort Worth",2024-07-31,1349.08,"sale",134.91,107.93,1322.1
947,203,"Houston",2024-12-10,736.58,"loyalty",73.66,58.93,721.85
948,171,"San Antonio",2024-12-27,1523.4,"coupon",152.34,121.87,1492.93
949,208,"Fort Worth",2024-02-17,419.57,"none",0,33.57,453.14
950,153,"Dallas",2024-04-10,17,"loyalty",1.7,1.36,16.66
951,281,"Houston",2024-10-30,313.96,"none",0,25.12,339.08
952,78,"San Antonio",2024-12-28,457.5,"coupon",45.75,36.6,448.35
953,479,"Dallas",2024-09-03,264.79,"sale",26.48,21.18,259.49
954,22,"Dallas",2024-01-29,229,"none",0,18.32,247.32
955,187,"Austin",2024-02-19,424.97,"none",0,34,458.97
956,482,"Austin",2024-05-03,679.36,"sale",67.94,54.35,665.77
957,323,"Dallas",2024-04-02,793.54,"none",0,63.48,857.02
958,31,"San Antonio",2024-04-01,841.98,"coupon",84.2,67.36,825.14
959,205,"Austin",2024-10-13,380,"loyalty",38,30.4,372.4
960,213,"Houston",2024-03-04,163.98,"none",0,13.12,177.1
961,255,"Fort Worth",2024-08-06,622.74,"sale",62.27,49.82,610.29
962,225,"Dallas",2024-09-10,51,"none",0,4.08,55.08
963,312,"Houston",2024-12-03,17.79,"coupon",1.78,1.42,17.43
964,70,"Dallas",2024-09-09,37,"loyalty",3.7,2.96,36.26
965,454,"Dallas",2024-04-10,666.35,"coupon",66.64,53.31,653.02
966,285,"Dallas",2024-01-05,159.56,"none",0,12.76,172.32
967,275,"Dallas",2024-01-16,443.05,"sale",44.31,35.44,434.18
968,59,"Houston",2024-03-02,563.73,"none",0,45.1,608.83
969,382,"Fort Worth",2024-11-08,13,"none",0,1.04,14.04
970,240,"Austin",2024-01-17,219.85,"none",0,17.59,237.44
971,391,"Dallas",2024-04-09,502.29,"coupon",50.23,40.18,492.24
972,24,"Fort Worth",2024-11-21,565.36,"none",0,45.23,610.59
973,410,"Austin",2024-07-19,1012.29,"none",0,80.98,1093.27
974,135,"Austin",2024-10-21,512.74,"none",0,41.02,553.76
975,142,"San Antonio",2024-12-16,1082.64,"loyalty",108.26,86.61,1060.99
976,322,"San Antonio",2024-09-09,560.5,"loyalty",56.05,44.84,549.29
977,475,"Houston",2024-05-26,500.49,"sale",50.05,40.04,490.48
978,4,"Dallas",2024-12-21,152.97,"none",0,12.24,165.21
979,176,"Fort Worth",2024-12-09,220.97,"sale",22.1,17.68,216.55
980,210,"Houston",2024-07-08,182.08,"none",0,14.57,196.65
981,229,"San Antonio",2024-02-19,135.05,"coupon",13.51,10.8,132.34
982,356,"Austin",2024-08-17,450.48,"none",0,36.04,486.52
983,460,"Houston",2024-10-28,172.77,"none",0,13.82,186.59
984,314,"Dallas",2024-02-19,363.49,"none",0,29.08,392.57
985,452,"San Antonio",2024-08-06,319.95,"none",0,25.6,345.55
986,379,"Houston",2024-12-25,138.79,"sale",13.88,11.1,136.01
987,69,"Austin",2024-03-25,172.99,"sale",17.3,13.84,169.53
988,77,"Austin",2024-06-01,502.69,"none",0,40.22,542.91
989,96,"San Antonio",2024-02-06,516,"none",0,41.28,557.28
990,217,"Dallas",2024-04-11,739.3,"coupon",73.93,59.14,724.51
991,44,"Austin",2024-07-13,897.08,"loyalty",89.71,71.77,879.14
992,112,"Houston",2024-04-24,603.48,"none",0,48.28,651.76
993,287,"Fort Worth",2024-08-07,1021.35,"sale",102.14,81.71,1000.92
994,201,"Houston",2024-12-27,536.16,"none",0,42.89,579.05
995,283,"Houston",2024-08-10,154.5,"sale",15.45,12.36,151.41
996,415,"Fort Worth",2024-02-23,527.29,"none",0,42.18,569.47
997,322,"Dallas",2024-09-14,530.99,"sale",53.1,42.48,520.37
998,196,"San Antonio",2024-09-05,1207.79,"none",0,96.62,1304.41
999,355,"Austin",2024-04-28,17.99,"loyalty",1.8,1.44,17.63
1000,55,"Austin",2024-06-03,216.99,"coupon",21.7,17.36,212.65
1001,144,"Dallas",2024-03-28,-118.5,"none",0,-9.48,-127.98
1002,442,"Fort Worth",2024-09-15,-94,"loyalty",-9.4,-7.52,-92.12
1003,471,"Fort Worth",2024-03-09,-27,"loyalty",-2.7,-2.16,-26.46
1004,471,"Fort Worth",2024-03-23,-16.99,"loyalty",-1.7,-1.36,-16.65
1005,471,"Fort Worth",2024-03-21,-97,"loyalty",-9.7,-7.76,-95.06
1006,23,"Austin",2024-09-12,-28.99,"coupon",-2.9,-2.32,-28.41
1007,265,"San Antonio",2024-10-12,-173.99,"loyalty",-17.4,-13.92,-170.51
1008,265,"San Antonio",2024-10-25,-25,"loyalty",-2.5,-2,-24.5
1009,447,"Dallas",2024-07-01,-69.98,"none",0,-5.6,-75.58
1010,447,"Dallas",2024-07-26,-88,"none",0,-7.04,-95.04
1011,227,"Dallas",2024-09-08,-183.5,"none",0,-14.68,-198.18
1012,227,"Dallas",2024-09-26,-94.79,"none",0,-7.58,-102.37
1013,227,"Dallas",2024-09-11,-30,"none",0,-2.4,-32.4
1014,287,"Austin",2024-02-11,-68.79,"coupon",-6.88,-5.5,-67.41
1015,124,"Austin",2024-11-19,-29.99,"coupon",-3,-2.4,-29.39
1016,22,"San Antonio",2024-06-13,-463.5,"none",0,-37.08,-500.58
1017,164,"Austin",2024-10-30,-16,"none",0,-1.28,-17.28
1018,321,"Austin",2024-01-27,-118.5,"sale",-11.85,-9.48,-116.13
1019,498,"Dallas",2024-05-11,-7.5,"none",0,-0.6,-8.1
1020,355,"Dallas",2024-11-18,-136,"none",0,-10.88,-146.88
1021,355,"Dallas",2024-11-24,-92,"none",0,-7.36,-99.36
1022,273,"Austin",2024-11-29,-27.79,"coupon",-2.78,-2.22,-27.23
1023,145,"Dallas",2024-06-16,-181.5,"loyalty",-18.15,-14.52,-177.87
1024,452,"Austin",2024-06-07,-79,"loyalty",-7.9,-6.32,-77.42
1025,13,"San Antonio",2024-10-24,-25.5,"none",0,-2.04,-27.54
1026,109,"Austin",2024-02-25,-38.99,"sale",-3.9,-3.12,-38.21
1027,72,"Fort Worth",2024-08-08,-8.99,"loyalty",-0.9,-0.72,-8.81
1028,208,"San Antonio",2024-01-26,-172,"none",0,-13.76,-185.76
1029,208,"San Antonio",2024-01-22,-49,"none",0,-3.92,-52.92
1030,207,"Austin",2024-05-25,-5.5,"loyalty",-0.55,-0.44,-5.39
1031,207,"Austin",2024-05-24,-60,"loyalty",-6,-4.8,-58.8
1032,70,"Houston",2024-10-13,-47,"sale",-4.7,-3.76,-46.06
1033,133,"Fort Worth",2024-07-12,-358.99,"none",0,-28.72,-387.71
1034,429,"Fort Worth",2024-10-24,-12,"loyalty",-1.2,-0.96,-11.76
1035,429,"Fort Worth",2024-11-12,-25.5,"loyalty",-2.55,-2.04,-24.99
1036,222,"Fort Worth",2024-03-27,-29.79,"none",0,-2.38,-32.17
1037,222,"Fort Worth",2024-03-04,-79,"none",0,-6.32,-85.32
1038,222,"Fort Worth",2024-04-02,-158.79,"none",0,-12.7,-171.49
1039,281,"Austin",2024-02-28,-41,"sale",-4.1,-3.28,-40.18
1040,104,"Dallas",2024-11-08,-45.58,"none",0,-3.65,-49.23
1041,104,"Dallas",2024-11-11,-164.5,"none",0,-13.16,-177.66
1042,377,"Dallas",2024-10-07,-16,"coupon",-1.6,-1.28,-15.68
1043,448,"Dallas",2024-10-16,-184.79,"coupon",-18.48,-14.78,-181.09
1044,188,"San Antonio",2024-12-31,-8.79,"coupon",-0.88,-0.7,-8.61
1045,138,"Dallas",2024-01-21,-158.79,"sale",-15.88,-12.7,-155.61
1046,138,"Dallas",2024-02-12,-80,"sale",-8,-6.4,-78.4
1047,408,"Houston",2024-07-24,-16.5,"none",0,-1.32,-17.82
1048,406,"Austin",2024-06-15,-381,"none",0,-30.48,-411.48
1049,220,"Austin",2024-06-14,-23.96,"sale",-2.4,-1.92,-23.48
1050,378,"San Antonio",2024-11-14,-22.79,"none",0,-1.82,-24.61
1051,378,"San Antonio",2024-11-05,-80,"none",0,-6.4,-86.4
1052,315,"Fort Worth",2024-11-10,-225.5,"sale",-22.55,-18.04,-220.99
1053,356,"Fort Worth",2024-06-20,-99,"coupon",-9.9,-7.92,-97.02
1054,1,"Fort Worth",2024-05-30,-214,"loyalty",-21.4,-17.12,-209.72
1055,1,"Fort Worth",2024-05-12,-59.99,"loyalty",-6,-4.8,-58.79
1056,111,"San Antonio",2024-11-27,-47.79,"coupon",-4.78,-3.82,-46.83
1057,190,"Dallas",2024-08-08,-208.5,"loyalty",-20.85,-16.68,-204.33
1058,190,"Dallas",2024-08-20,-18.99,"loyalty",-1.9,-1.52,-18.61
1059,176,"Austin",2024-10-14,-235,"sale",-23.5,-18.8,-230.3
1060,56,"Dallas",2024-09-15,-79,"none",0,-6.32,-85.32
1061,56,"Dallas",2024-09-24,-47.79,"none",0,-3.82,-51.61
1062,122,"Dallas",2024-11-19,-33,"none",0,-2.64,-35.64
1063,122,"Dallas",2024-11-19,-6,"none",0,-0.48,-6.48
1064,395,"Austin",2024-04-19,-12.79,"none",0,-1.02,-13.81
1065,52,"San Antonio",2024-07-16,-39.96,"loyalty",-4,-3.2,-39.16
1066,218,"Dallas",2024-05-08,-106,"coupon",-10.6,-8.48,-103.88
1067,218,"Dallas",2024-04-28,-1827.96,"coupon",-182.8,-146.24,-1791.4
1068,493,"Houston",2024-12-19,-97,"none",0,-7.76,-104.76
1069,88,"Austin",2024-02-06,-99,"none",0,-7.92,-106.92
1070,172,"Houston",2024-07-11,-164.5,"none",0,-13.16,-177.66
1071,329,"Houston",2024-04-02,-2.5,"none",0,-0.2,-2.7
1072,47,"San Antonio",2024-01-25,-16.5,"loyalty",-1.65,-1.32,-16.17
1073,234,"Dallas",2024-07-11,-8,"loyalty",-0.8,-0.64,-7.84
1074,167,"San Antonio",2025-01-02,-24.79,"none",0,-1.98,-26.77
1075,167,"San Antonio",2025-01-14,-183.5,"none",0,-14.68,-198.18
1076,167,"San Antonio",2024-12-28,-37,"none",0,-2.96,-39.96
1077,446,"Austin",2024-07-29,-18.99,"coupon",-1.9,-1.52,-18.61
1078,446,"Austin",2024-08-08,-84.5,"coupon",-8.45,-6.76,-82.81
1079,458,"Austin",2024-11-14,-6.79,"none",0,-0.54,-7.33
1080,458,"Austin",2024-11-01,-17,"none",0,-1.36,-18.36
1081,206,"Fort Worth",2024-11-25,-143.37,"sale",-14.34,-11.47,-140.5
1082,74,"San Antonio",2024-04-07,-199.16,"sale",-19.92,-15.93,-195.17
1083,74,"San Antonio",2024-04-05,-284.37,"sale",-28.44,-22.75,-278.68
1084,468,"Houston",2024-02-14,-734.97,"coupon",-73.5,-58.8,-720.27
1085,468,"Houston",2024-02-10,-90,"coupon",-9,-7.2,-88.2
1086,72,"Dallas",2025-01-11,-10.99,"none",0,-0.88,-11.87
1087,478,"Fort Worth",2024-12-29,-53.58,"none",0,-4.29,-57.87
1088,293,"Dallas",2024-09-24,-287,"coupon",-28.7,-22.96,-281.26
1089,110,"Dallas",2024-12-27,-150.99,"none",0,-12.08,-163.07
1090,493,"Houston",2024-12-12,-17.58,"none",0,-1.41,-18.99
1091,493,"Houston",2024-11-25,-170.97,"none",0,-13.68,-184.65
1092,493,"Houston",2024-12-14,-21.99,"none",0,-1.76,-23.75
1093,78,"Fort Worth",2024-09-17,-92,"sale",-9.2,-7.36,-90.16
1094,46,"Austin",2024-06-18,-25,"loyalty",-2.5,-2,-24.5
1095,446,"Fort Worth",2024-09-18,-272,"none",0,-21.76,-293.76
1096,337,"San Antonio",2024-11-03,-98,"none",0,-7.84,-105.84
1097,261,"San Antonio",2024-09-01,-276,"coupon",-27.6,-22.08,-270.48
1098,394,"Dallas",2024-04-13,-17.99,"sale",-1.8,-1.44,-17.63
1099,394,"Dallas",2024-04-18,-206.5,"sale",-20.65,-16.52,-202.37
1100,394,"Dallas",2024-04-12,-146.5,"sale",-14.65,-11.72,-143.57
1101,92,"Fort Worth",2024-04-29,-128.37,"none",0,-10.27,-138.64
1102,116,"Austin",2024-03-08,-422,"none",0,-33.76,-455.76
1103,249,"Austin",2024-11-09,-21.58,"sale",-2.16,-1.73,-21.15
1104,249,"Austin",2024-11-27,-16.99,"sale",-1.7,-1.36,-16.65
1105,194,"San Antonio",2024-08-28,-38.99,"coupon",-3.9,-3.12,-38.21
1106,194,"San Antonio",2024-08-18,-49.98,"coupon",-5,-4,-48.98
1107,56,"Austin",2024-08-24,-21.58,"none",0,-1.73,-23.31
1108,109,"Fort Worth",2024-02-25,-97.58,"sale",-9.76,-7.81,-95.63
1109,223,"Austin",2024-05-18,-41.58,"none",0,-3.33,-44.91
1110,325,"Austin",2024-10-24,-13,"coupon",-1.3,-1.04,-12.74
1111,325,"Austin",2024-10-26,-915,"coupon",-91.5,-73.2,-896.7
1112,188,"Dallas",2024-04-09,-48,"coupon",-4.8,-3.84,-47.04
1113,371,"San Antonio",2024-09-17,-80,"none",0,-6.4,-86.4
1114,207,"Houston",2024-03-23,-38.99,"coupon",-3.9,-3.12,-38.21
1115,335,"Dallas",2024-04-21,-81,"sale",-8.1,-6.48,-79.38
1116,335,"Dallas",2024-04-29,-281.97,"sale",-28.2,-22.56,-276.33
1117,310,"Austin",2024-02-04,-225.5,"none",0,-18.04,-243.54
1118,265,"Dallas",2024-03-03,-16.99,"sale",-1.7,-1.36,-16.65
1119,265,"Dallas",2024-02-26,-317.58,"sale",-31.76,-25.41,-311.23
1120,157,"Dallas",2024-11-10,-60,"coupon",-6,-4.8,-58.8
1121,355,"San Antonio",2024-08-13,-90,"none",0,-7.2,-97.2
1122,355,"San Antonio",2024-07-29,-36.99,"none",0,-2.96,-39.95
1123,298,"San Antonio",2024-05-16,-16.5,"coupon",-1.65,-1.32,-16.17
1124,133,"Dallas",2024-03-10,-570,"sale",-57,-45.6,-558.6
1125,133,"Dallas",2024-03-16,-36.99,"sale",-3.7,-2.96,-36.25
1126,133,"Dallas",2024-03-04,-53.5,"sale",-5.35,-4.28,-52.43
1127,283,"San Antonio",2024-05-01,-53.99,"coupon",-5.4,-4.32,-52.91
1128,283,"San Antonio",2024-05-17,-229.5,"coupon",-22.95,-18.36,-224.91
1129,451,"Austin",2024-10-28,-56.99,"coupon",-5.7,-4.56,-55.85
1130,138,"Houston",2024-08-14,-102,"coupon",-10.2,-8.16,-99.96
1131,161,"Austin",2024-10-05,-77.98,"none",0,-6.24,-84.22
1132,161,"Austin",2024-09-27,-21.99,"none",0,-1.76,-23.75
1133,493,"Austin",2024-05-21,-194.79,"coupon",-19.48,-15.58,-190.89
1134,469,"Houston",2025-01-09,-45,"sale",-4.5,-3.6,-44.1
1135,234,"Houston",2024-10-09,-208.5,"coupon",-20.85,-16.68,-204.33
1136,204,"Fort Worth",2024-02-01,-76.5,"coupon",-7.65,-6.12,-74.97
